#F ~/data/user6idd.dat
#E 1383072022
#D Tue Oct 29 13:40:22 2013
#C psic6IDD User = user6idd
#O0 Delta Eta Chi Phi Nu Mu tt_y tt_z
#O1 m1_om m1_chi m1_phi m2_om m2_chi m2_phi m1_filter mot43
#O2 m1_bend m2_bend m1_x m1_y m2_z xs zs ys
#O3 tta oma chia phia xm ym xd yd
#O4 sl1_t sl1_b sl1_o sl1_i sl2_t sl2_b sl2_o sl2_i
#O5 sl4_t sl4_b sl4_o sl4_i sl5_t sl5_b sl5_o sl5_i
#O6 sl3_t sl3_b sl3_o sl3_i sl3_r dummy aux_y aux_x_base
#O7 aux_th aux_x x_detector

#S 1 rotscan testing dummy 0 0 100 0.1 5
#D Tue Oct 29 14:05:53 2013
#T 0.1 (Seconds)
#G0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
#G1 1.54 1.54 1.54 90 90 90 4.079990459 4.079990459 4.079990459 90 90 90 1 0 0 0 1 0 60 30 0 0 0 0 60 30 0 -90 0 0 1.54 1.54
#G3 4.079990459 -6.865325574e-16 -6.561207576e-16 -3.041179982e-17 -4.079990459 2.49819112e-16 0 0 -4.079990459
#G4 0 0 0 0.1235653136 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -180 -180 -180 -180 -180 -180 -180 -180 -180 0 0 0 0 0 0 0 0 0 0 0 0
#Q 0 0 0
#P0 0 0 90 -3 0 0 700 700
#P1 2.162381 -0.12024 -0.909126 2.162131 -0.80976 -0.799578 86.365625 0
#P2 -5.99 -5.99 1 4.6500032 2.8633327e-05 0 0 0
#P3 0 0 0 0 0 -3.5 0 0
#P4 0.25 -0.25 0.25 -0.25 0.35 -0.35 0.35 -0.35
#P5 2 -2 2 -2 2.84 -1.16 0.845 -3.155
#P6 0 -5 0 0 0 0 0 -21.95
#P7 0 21.74875 0
#UE 100.339 0.123565 179.998 42.1688 (Energy in keV, Lambda in Angstroem, Undulator Gap + Energy)
#X 0 -273.15 (Temperature Setpoint in K and C)
#UX 0 0 1 100.339 (All Banks: Filter, Thickness in mm, Transmission, calculated for energy)
#UX1 0 0 1 0 (Bank 1:Filter, Thickness in mm, Transmission, calculated for energy)
#UX2 0 0 1 0 (Bank 2:Filter, Thickness in mm, Transmission, calculated for energy)
#UB 4.07999 -6.86533e-16 -6.56121e-16 -3.04118e-17 -4.07999 2.49819e-16 0 0 -4.07999
#N 25
#L dummy Time DelTime Index Dropped H K L DegK_reg DegK_sample Epoch Seconds RingCurrent moa mob coa cob MCA_Detector MCA_Total AD_ROI1_Total AD_ROI1_Max scu0_cur MCA_Compton Monitor Detector
#C Tue Oct 29 14:05:53 2013. Scan aborted after 0 points.

#S 2 rotscan testing dummy 0 0 100 0.1 5
#D Tue Oct 29 14:06:25 2013
#T 0.1 (Seconds)
#G0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
#G1 1.54 1.54 1.54 90 90 90 4.079990459 4.079990459 4.079990459 90 90 90 1 0 0 0 1 0 60 30 0 0 0 0 60 30 0 -90 0 0 1.54 1.54
#G3 4.079990459 -6.865325574e-16 -6.561207576e-16 -3.041179982e-17 -4.079990459 2.49819112e-16 0 0 -4.079990459
#G4 0 0 0 0.1235653136 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -180 -180 -180 -180 -180 -180 -180 -180 -180 0 0 0 0 0 0 0 0 0 0 0 0
#Q 0 0 0
#P0 0 0 90 -3 0 0 700 700
#P1 2.162381 -0.12024 -0.909126 2.162131 -0.80976 -0.799578 86.365625 0
#P2 -5.99 -5.99 1 4.6500032 2.8633327e-05 0 0 0
#P3 0 0 0 0 0 -3.5 0 0
#P4 0.25 -0.25 0.25 -0.25 0.35 -0.35 0.35 -0.35
#P5 2 -2 2 -2 2.84 -1.16 0.845 -3.155
#P6 0 -5 0 0 0 0 0 -21.95
#P7 0 21.74875 0
#UE 100.339 0.123565 179.998 42.1688 (Energy in keV, Lambda in Angstroem, Undulator Gap + Energy)
#X 0 -273.15 (Temperature Setpoint in K and C)
#UX 0 0 1 100.339 (All Banks: Filter, Thickness in mm, Transmission, calculated for energy)
#UX1 0 0 1 0 (Bank 1:Filter, Thickness in mm, Transmission, calculated for energy)
#UX2 0 0 1 0 (Bank 2:Filter, Thickness in mm, Transmission, calculated for energy)
#UB 4.07999 -6.86533e-16 -6.56121e-16 -3.04118e-17 -4.07999 2.49819e-16 0 0 -4.07999
#N 25
#L dummy Time DelTime Index Dropped H K L DegK_reg DegK_sample Epoch Seconds RingCurrent moa mob coa cob MCA_Detector MCA_Total AD_ROI1_Total AD_ROI1_Max scu0_cur MCA_Compton Monitor Detector
0 1383073585.374759 -0.000759 2 0 0 0 0 0 0 1563 0.1 0.0102 1 1 1 1 141 11699 0 0 0 3848 1 0
0 1383073585.578769 -0.000769 4 0 0 0 0 0 0 1563 0.1 0.0102 1 1 1 1 141 11699 0 0 0 3848 1 0
0 1383073585.703298 -0.000298 5 0 0 0 0 0 0 1563 0.1 0.0102 1 1 1 1 141 11699 0 0 0 3848 1 0
0 1383073585.889650 -0.000650 7 0 0 0 0 0 0 1563 0.1 0.0102 1 1 1 1 141 11699 0 0 0.12207404 3848 1 0
0 1383073586.028877 0.000123 8 0 0 0 0 0 0 1564 0.1 0.0102 1 1 1 1 141 11699 0 0 0.12207404 3848 1 0
0 1383073586.242838 -0.000838 10 0 0 0 0 0 0 1564 0.1 0.0102 1 1 1 1 141 11699 0 0 0.12207404 3848 1 0
0 1383073586.401895 0.000105 12 0 0 0 0 0 0 1564 0.1 0.0102 1 1 1 1 141 11699 0 0 -0.12207404 3848 1 0
0 1383073586.617823 0.000177 14 0 0 0 0 0 0 1564 0.1 0.0102 1 1 1 1 141 11699 0 0 -0.12207404 3848 1 0
0 1383073586.773157 -0.000157 15 0 0 0 0 0 0 1564 0.1 0.0102 1 1 1 1 141 11699 0 0 -0.12207404 3848 1 0
0 1383073586.987346 -0.000346 18 0 0 0 0 0 0 1565 0.1 0.0102 1 1 1 1 141 11699 0 0 -0.12207404 3848 1 0
0 1383073587.111611 -0.000611 19 0 0 0 0 0 0 1565 0.1 0.0102 1 1 1 1 141 11699 0 0 -0.12207404 3848 1 0
0 1383073587.235586 -0.000586 20 0 0 0 0 0 0 1565 0.1 0.0102 1 1 1 1 141 11699 0 0 -0.12207404 3848 1 0
0 1383073587.396767 0.000233 22 0 0 0 0 0 0 1565 0.1 0.0102 1 1 1 1 141 11699 0 0 0.15259255 3848 1 0
0 1383073587.558454 -0.000454 23 0 0 0 0 0 0 1565 0.1 0.0102 1 1 1 1 141 11699 0 0 0.15259255 3848 1 0
0 1383073587.773534 -0.000534 26 0 0 0 0 0 0 1565 0.1 0.0102 1 1 1 1 141 11699 0 0 0.15259255 3848 1 0
0 1383073587.949097 -0.000097 27 0 0 0 0 0 0 1566 0.1 0.0102 1 1 1 1 141 11699 0 0 0.15259255 3848 1 0
0 1383073588.158376 -0.000376 29 0 0 0 0 0 0 1566 0.1 0.0102 1 1 1 1 141 11699 0 0 0.15259255 3848 1 0
0 1383073588.327235 -0.000235 31 0 0 0 0 0 0 1566 0.1 0.0102 1 1 1 1 141 11699 0 0 -0.091555528 3848 1 0
0 1383073588.532477 -0.000477 33 0 0 0 0 0 0 1566 0.1 0.0102 1 1 1 1 141 11699 0 0 -0.091555528 3848 1 0
0 1383073588.679982 0.000018 35 0 0 0 0 0 0 1566 0.1 0.0102 1 1 1 1 141 11699 0 0 -0.091555528 3848 1 0
0 1383073588.888847 0.000153 37 0 0 0 0 0 0 1566 0.1 0.0102 1 1 1 1 141 11699 0 0 0.030518509 3848 1 0
0 1383073589.070463 -0.000463 38 0 0 0 0 0 0 1567 0.1 0.0102 1 1 1 1 141 11699 0 0 0.030518509 3848 1 0
0 1383073589.282489 -0.000489 41 0 0 0 0 0 0 1567 0.1 0.0102 1 1 1 1 141 11699 0 0 0.030518509 3848 1 0
0 1383073589.439304 -0.000304 42 0 0 0 0 0 0 1567 0.1 0.0102 1 1 1 1 141 11699 0 0 -0.18311106 3848 1 0
0 1383073589.657698 -0.000698 44 0 0 0 0 0 0 1567 0.1 0.0102 1 1 1 1 141 11699 0 0 -0.18311106 3848 1 0
0 1383073589.822744 -0.000744 46 0 0 0 0 0 0 1567 0.1 0.0102 1 1 1 1 141 11699 0 0 -0.061037019 3848 1 0
0 1383073590.036854 0.000146 48 0 0 0 0 0 0 1568 0.1 0.0102 1 1 1 1 141 11699 0 0 -0.061037019 3848 1 0
0 1383073590.195998 0.000002 50 2 0 0 0 0 0 1568 0.1 0.0102 1 1 1 1 141 11699 0 0 -0.061037019 3848 1 0
0 1383073590.403124 -0.000124 52 4 0 0 0 0 0 1568 0.1 0.0102 1 1 1 1 141 11699 0 0 -0.45777764 3848 1 0
0 1383073590.561602 -0.000602 53 4 0 0 0 0 0 1568 0.1 0.0102 1 1 1 1 141 11699 0 0 -0.45777764 3848 1 0
0 1383073590.774385 -0.000385 55 7 0 0 0 0 0 1568 0.1 0.0102 1 1 1 1 141 11699 0 0 -0.45777764 3848 1 0
0 1383073590.937098 -0.000098 57 8 0 0 0 0 0 1568 0.1 0.0102 1 1 1 1 141 11699 0 0 0.030518509 3848 1 0
0 1383073591.382668 -0.000668 62 12 0 0 0 0 0 1569 0.1 0.0102 1 1 1 1 141 11699 0 0 -0.21362957 3848 1 0
0 1383073591.546547 -0.000547 63 13 0 0 0 0 0 1569 0.1 0.0102 1 1 1 1 141 11699 0 0 -0.21362957 3848 1 0
0 1383073591.761622 -0.000622 65 15 0 0 0 0 0 1569 0.1 0.0102 1 1 1 1 141 11699 0 0 -0.21362957 3848 1 0
0 1383073591.923105 -0.000105 67 16 0 0 0 0 0 1570 0.1 0.0102 1 1 1 1 141 11699 0 0 -0.061037019 3848 1 0
0 1383073592.134837 0.000163 69 18 0 0 0 0 0 1570 0.1 0.0102 1 1 1 1 141 11699 0 0 -0.061037019 3848 1 0
0 1383073592.306965 0.000035 71 21 0 0 0 0 0 1570 0.1 0.0102 1 1 1 1 141 11699 0 0 -0.061037019 3848 1 0
0 1383073592.504328 -0.000328 73 23 0 0 0 0 0 1570 0.1 0.0102 1 1 1 1 141 11699 0 0 0.061037019 3848 1 0
0 1383073592.666886 0.000114 74 23 0 0 0 0 0 1570 0.1 0.0102 1 1 1 1 141 11699 0 0 0.061037019 3848 1 0
0 1383073592.875718 0.000282 76 25 0 0 0 0 0 1570 0.1 0.0102 1 1 1 1 141 11699 0 0 -0.15259255 3848 1 0
